name|orcid|month_of_birth|year_of_birth|mail|bio
Junlong Liang|5824-7454-8579-3981|9|1978|eHvvsn@tiscali.it|Recipe: Hot Choc for Grown-Ups
Uwe Dräger|6571-0901-1413-4203|2|1961|Ctqgw@outlook.it|hot chocolate, rich,and sweet
Hermann Birkholz|7681-8992-5044-8656|12|1957|COmHyVw@duck.com|The Chocolate side of Mocha
Guadalupe Canahuate|0811-7908-3924-4395|4|1962|JLPFC@mail.polimi.it|This stuff is the GREATEST
Tyrone Grandison|2331-9179-3622-1919|2|1974|fApSjzE@mail.polimi.it|Great for a hot Mocha Latte!
Jürgen Brehm|1707-3567-1264-9587|5|1958|CDOzZ@duck.com|Love it!
Lisbeth Fajstrup|0000-0003-4936-1176|12|1964|tFkiq@mail.polimi.it|Way too sweet and directions don't make sense
José Fernando Oliveira|0000-0002-4061-1311|7|1951|VZJuDk@tiscali.it|Not my cup of Cocoa
Andy Adler|4294-8018-3251-1361|1|1949|EFNmAx@tiscali.it|Chocolate Lovers Drink
John K. Debenham|9308-4223-8183-2071|11|1980|xKrbUM@duck.com|Delicious
Claudia Wenzel|8543-4754-7929-7187|12|1946|SOflms@tiscali.it|The Best Hot Cocoa
Vadim Ermolayev|0000-0002-5159-254X|11|1943|ZAHZNbv@mail.polimi.it|Tastes like European Hot Chocolate
Nava Tintarev|6735-1252-2906-5439|11|1963|gHUmr@gmail.com|Where is the Ghiardelli Chocolate Taste?
Arcangelo Distante|8938-6340-3808-6783|2|1948|FFYTBK@tiscali.it|Simply delicious
Jean-Claude König|0858-8380-1063-1749|12|1980|xEtgvEU@tiscali.it|Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)
Takahiro Hara|0508-2552-0473-3485|6|1950|OdkjEZF@gmail.com|Coffee + Chocolate = Perfection
Adnan Yassine|9121-5581-0388-1909|3|1986|BiHfNk@outlook.it|Ghirardelli Has Done it Again
Florian Daniel|9678-8817-8713-1783|1|1960|xxpETJY@tiscali.it|This cocoa deserves NO STARS!
Maoguo Gong|0189-2332-6967-0167|4|1955|iWyBO@gmail.com|Tastes Good, But it's a lot of one flavor
Neil J. Hurley|0000-0001-8428-2866|4|1973|IiLLrm@gmail.com|Delicious
Girish Suryanarayana|5545-1434-4243-3104|9|1968|gAoHN@tiscali.it|simply the dest
Varun Dutt|4005-4352-4143-7072|10|1988|DIXkAD@duck.com|Sweet compensation from hard work on a cold day.
Soror Sahri|5942-1076-2304-3394|6|1964|GitsP@gmail.com|Beyond Hot Mocha Cocoa
Klitos Christodoulou|0000-0003-3543-6405|7|1940|Vgrpgg@duck.com|Not as rich and satisfying as I thought
Dan-Cristian Rotaru|8861-4004-9505-4675|3|1975|sVPUg@mail.polimi.it|dented containers but good contents.
Sergio Damas|0000-0002-8377-8349|9|1982|tsIiR@tiscali.it|Quick bread
Franck Michel|0000-0001-9064-0463|11|1982|GaNZcWB@outlook.it|So GOOD!
Ignacio Montes|0000-0001-6534-1613|8|1975|ajZiqn@mail.polimi.it|Apple of My Eye
Nikolai J. Podlesny|8005-8705-0273-3978|12|1988|gHlerAm@mail.polimi.it|NOT Organic!!!
David Atienza|6644-2997-7802-2630|12|1973|tUUaIuO@outlook.it|Perfect for snack bag
Markus Böhm 0002|8387-6227-2863-9675|1|1958|VKFLSz@gmail.com|I received organic juice.
Alexander V. Boukhanovsky|5561-3703-8734-9996|5|1963|tNUuZO@outlook.it|Utterly Fabulous!
Xingchen Zhang|3460-3556-7581-5260|7|1947|VdjrvxC@outlook.it|These would be perfect for you if you are getting tired of the other potato chips!
Demetris Trihinas|0000-0002-9540-7342|5|1940|GyJQsM@duck.com|DELICIOUS!!!
Daniel Pfeifer|6362-0630-1594-6570|10|1941|amUyPR@mail.polimi.it|Master of Mixes just as good as scratch
Andranick Tanguiane|8307-0406-1114-3534|10|1961|FvnjKT@gmail.com|Just Great!
Gunnar Piho|0000-0003-4488-3389|5|1969|AZncYf@outlook.it|ITS OK
Ismail Berrada|6890-5081-7865-2446|1|1957|DRxXSEM@duck.com|Good stuff BUT....
Haobing Liu|6473-5197-5299-5591|9|1965|EbRDPLc@outlook.it|tasty drink mix
Taryn Walker|2046-5316-8057-6931|7|1951|yYRUeWR@gmail.com|A New Staple
Kun Wang|2286-0127-8244-5842|10|1946|aEtniRr@tiscali.it|Oily to the touch
Alexandre Campo|4375-2883-9228-0890|4|1983|jIqpax@duck.com|Tasty AND Healthy
Michael Seger|5598-8658-0279-6462|2|1958|lMiiPry@duck.com|Pez
Leopoldo E. Bertossi|6681-9007-9636-6392|8|1949|JBicoff@tiscali.it|Delicious Tea
Michael Eulenstein|9354-5612-0931-9390|12|1970|naQIK@duck.com|Love this tea!
Michael Peter Kennedy|6699-8576-0653-9556|8|1983|XRFWUVO@duck.com|WOW!
Poonam Rajput|2849-5285-7201-3783|2|1953|MCMTUp@gmail.com|THIS PRODUCT IS ENRICHED WITH LEMON JUICE
Mohamed Nadjib Mami|8143-1921-3788-7797|2|1942|DtwhfEH@tiscali.it|Excellent juice
Martin Rohde|1582-1515-4866-4522|4|1969|VLeMh@duck.com|Truly pure is better
Peter Baumann|7632-4706-9734-4736|8|1952|DNBwsa@tiscali.it|BEST EVER!!
Maria Cecília Calani Baranauskas|0000-0002-4830-5298|6|1944|KqMBy@duck.com|Carrot Juice???? Really????
R. E. Kurt Stirewalt|5661-2935-2570-4742|10|1945|ShwJB@outlook.it|sour
Carlo Sartiani|3929-0340-4976-8463|6|1985|rgUrMe@tiscali.it|AWFUL
Samir Tata|8186-6774-9908-4288|6|1945|ziFxkvu@duck.com|PURE = 99%, Brilliant strategy from Lakewood's short bus marketing team
Robert Tolksdorf|7862-5609-8674-1408|10|1950|thagnB@gmail.com|Hard to tell
Sandeep K. S. Gupta|1070-8039-1029-8706|1|1975|KnTgsUx@duck.com|best almonds ever!
Fufang Li|0888-8985-6071-6036|6|1965|WyKURd@duck.com|Excellent quality
Imen Khaloul|1666-8102-8552-4206|12|1957|SBsbyk@mail.polimi.it|Blackstrap Molasses
Philip R. Van Loocke|6273-9312-3796-8615|2|1976|RUAWAg@outlook.it|Great Iron Content AND Decent Taste!
Rodney G. Downey|2246-8868-3075-8752|5|1965|beLGSRl@tiscali.it|Very High in Iron
Christopher D. Gill|1276-4519-2912-5351|2|1962|rFmBa@tiscali.it|Not unsulphered
Hans Zwart|8857-7438-9505-9012|7|1989|QMJok@tiscali.it|Blackstrap molasses
Sanjay Kumar Madria|7380-2208-0491-0196|10|1964|NEogeCE@tiscali.it|yuck!
Saverio Salerno|8821-2495-8864-8611|1|1976|EBVAjD@duck.com|A winner in the iron category
Nathalie Mitton|8011-7005-5857-1833|5|1982|WpnuvB@duck.com|Fabuloous on cat with bladder cysts
Mulagala Sandhya|1810-4933-2085-9479|12|1962|qIzFSOk@tiscali.it|Basket Delight
Joel E. Tosado|0613-5115-6886-6788|6|1944|BjzFSkk@tiscali.it|best tasting chocolate beverage
Zied Aouini|5226-9845-3353-1732|1|1988|gVDTpkA@gmail.com|This milk is really good!
Jens Knoop|6409-3127-8746-3807|7|1948|wpjAU@outlook.it|Delicious!
Francesco Garelli|6826-6983-4845-0386|1|1956|QLkET@mail.polimi.it|Saba
Davy Suvée|1743-5303-0578-8244|8|1969|GLNDSx@gmail.com|Very good Vanilla
David L. Olson|6995-0400-7999-7096|1|1946|KSXdlyu@gmail.com|Other brands don't compare!
David A. Forsyth|4964-3071-0858-0028|2|1940|yYBlBsU@gmail.com|Flamingo?
Nour Assy|6774-2972-3893-4046|7|1974|ObhuCJ@mail.polimi.it|freakin rocks man!!!!
Ritu Arora|9115-0433-2102-4344|1|1980|wCfWTPx@duck.com|Great Product & Service
Florent Nolot|0000-0001-7198-2273|3|1950|BsvEk@duck.com|Best tasting protein power around.
Christophe Duhamel|0000-0001-6522-7343|12|1978|kUZOpqM@tiscali.it|Very good
Ángel Corberán|0000-0002-0664-4232|11|1961|FLmxSms@duck.com|Tastes great!
Laura Nota|4370-3377-4236-5395|7|1947|ByPLCYq@gmail.com|MMM + MMM = YUMMY
Zihong Yuan|9029-2380-6658-8083|10|1987|fRJqY@mail.polimi.it|Perfect Nutrition
Luca Foschini 0001|0000-0001-9062-3647|9|1985|vhEZMlV@duck.com|Great vendor! Quality product.
Doron A. Peled|9000-3677-6138-0477|12|1956|moBxyAO@duck.com|Worth the money
Kenneth Letendre|9363-3401-3266-7461|1|1972|HBxwCV@duck.com|Antimo Capputo
Pericles Loucopoulos|0201-8896-7152-8505|7|1982|WpHsg@gmail.com|Best tasting soft wheat flour
Kaladhar Voruganti|5105-3107-3899-1790|4|1953|yLPkCaU@outlook.it|Too Sweet
Mohit P. Tahiliani|2467-6240-3806-4354|7|1960|GRAeM@gmail.com|Good drink mix if you alter the directions a little.
Xiangsheng Liu|3928-6710-1543-4041|2|1978|cWarY@outlook.it|Heavenly!
Juan C. García|2097-1255-9414-0416|10|1984|QduAF@gmail.com|great with lemons and Apriva
Welf Löwe|7248-6426-5340-6710|6|1952|RFKWITA@tiscali.it|Berres Brothers Coffee Breakfast Blend (3Pkg, Ground)
Brian Neil Levine|2988-5668-5419-4424|6|1954|pXMBT@tiscali.it|Snyder of Hanover Honey Mustard & Onion Pieces
Clayton T. Morrison|4076-7916-6393-8280|12|1984|ZPGkP@outlook.it|Not really 4 million scovilles
Gabriele Kern-Isberner|1551-8106-6944-6878|4|1965|ZljoPPC@duck.com|Eh, it's ok.
Ahmed Metwally 0001|3020-3808-4787-9258|9|1953|eaOPpdy@duck.com|Not 4 Million, but still pretty hot.
Michael G. Epitropakis|0000-0002-9741-5901|11|1965|IkBqQ@tiscali.it|the best taste
Jonas Mellin|5205-0884-1131-8086|12|1962|lGaDd@outlook.it|Good superhot with a bit of flavor - No where near 4 million
Ingo Weber|0000-0002-4833-5921|12|1988|ogqKSaF@outlook.it|Great Heat Level!!!!
Mohammed M. Alani|0000-0002-4324-1774|8|1959|ubjXyRw@outlook.it|4,000,000 is a lie
Matthias Nickles|0000-0002-9194-6197|5|1978|jKkKyqK@mail.polimi.it|great heat and great pour spout on top
Sabrina De Capitani di Vimercati|7121-9276-1675-7279|7|1942|Czdrq@outlook.it|More than 1 million scoville units/standard heat units (SHU)
Michael W. Carroll|9570-4389-0279-2619|11|1986|iOzud@mail.polimi.it|nothing beyond hot sauce
János Pach|4438-8143-5338-3199|7|1989|aKHtK@duck.com|onion soup mix
Michael O. Rodgers|6775-9430-9523-1935|5|1971|yOoXbT@duck.com|Just Awesome!!
Eric Todd Quinto|4874-6763-9626-5939|10|1965|tAJcgGF@tiscali.it|The Brownie of My Dreams And It's Not Chocolate!
Dennis Quan|6096-0337-0814-2956|9|1981|enOyWo@outlook.it|AMAZING!!!!!
G. Ceci|7583-7568-6708-2295|10|1976|mRuhj@mail.polimi.it|Love this tea
Robert Spence|7386-3209-8209-1985|10|1950|tvcuSTl@duck.com|good deal when cheaply priced...
Atanas Kiryakov|1695-7877-9403-8865|8|1951|Siwql@outlook.it|A Great Cuppa Tea:)
Jelena Mitrovic|0749-2051-5254-0888|9|1962|tGvQys@tiscali.it|Grreat Tea
Thomas Ruf|3445-6246-3919-0027|5|1942|uUALz@outlook.it|True Bacon Flavor
Andrzej Salwicki|9262-7708-3022-6960|9|1960|NABQx@mail.polimi.it|Not MY Favorite ... but they really taste like bacon
Tarcísio da Rocha|6255-1856-4298-9807|6|1951|APPfh@gmail.com|The best edible glitter
Hicham Elasri|3746-0499-3147-2945|4|1946|lJveO@outlook.it|wonderful
Enric Pages|2418-3673-7265-5004|9|1948|BIRbmP@duck.com|BUYER BEWARE, NOT EDIBLE!!!!
Sofian Maabout|0000-0001-8703-7620|4|1947|FnTBlgk@mail.polimi.it|Super Glitery
Douglas S. Bridges|3920-4897-2918-5564|12|1984|Aymczl@duck.com|Awesome product!!!!!!
B. R. Purushothama|0466-6664-9490-7366|4|1949|wjizt@mail.polimi.it|Disco fever ;)
Stijn Heymans|9233-2558-3095-7417|1|1951|GFNKOI@mail.polimi.it|A little goes a long way!
Simeon J. Simoff|9358-8600-6218-1790|2|1962|djLQvX@gmail.com|Very tasty product, but please note one odd issue
Christian Blum 0001|0000-0002-1736-3559|7|1942|jFSyBg@outlook.it|DELICIOUS
H. Dieter Rombach|3917-9211-0156-7060|6|1981|ebSsg@duck.com|Smelled horrible and gave the dogs the runs
Steve Laufmann|4744-0686-8968-9374|2|1962|EdlxcBJ@gmail.com|Vimto
Michel Cotton|7417-8084-0895-9581|7|1956|LcOQVt@gmail.com|Great intro to spherification
K. Chandra Sekaran|1454-2719-4463-7100|1|1944|JMYLXz@mail.polimi.it|As described but difficult to use
Premkumar T. Devanbu|1043-4229-7899-3142|6|1940|KPQrty@outlook.it|Healthy and Safe
Edward Hermann Haeusler|2778-3737-4576-6681|6|1976|GJVGiwO@tiscali.it|Needs more lemon flavor
Jairo Alonso Giraldo|6866-2920-2868-4741|9|1954|BbDgxyv@gmail.com|Cat LOVES this stuff.
Sébastien Hélie|1557-6061-0630-8334|10|1976|WsPvSM@gmail.com|Cook up to be whole beans in a jiffy
Wolfgang Kilian|7668-3112-1640-8850|3|1987|MNcfCG@gmail.com|great new twist on old favorite
David Tschumperlé|7176-0392-5592-5104|12|1947|bfdHsfJ@mail.polimi.it|Dr Pepper
Carlos T. Calafate|9173-0529-5902-6789|1|1983|nYxbeCB@mail.polimi.it|Dublin Dr. Pepper
Sharanya Sarkar|0422-9672-5926-0554|9|1980|zUTozGS@duck.com|"Not ""Dublin"" Dr Pepper"
Dimitrios S. Nikolopoulos|0000-0003-0217-8307|10|1985|hkQQqaG@tiscali.it|GREAT COFFEE
Abu Kebbie-Anthony|5472-2314-3600-7109|4|1967|wZVxaHi@gmail.com|Awesome Taste but....
Gero Mühl|5595-2694-3228-0390|9|1977|twzdxv@tiscali.it|Product delicious, but shipping lacking.
Wei-Zhi Wu|9214-5094-5610-9512|11|1953|ttGpVv@duck.com|all right by me !!!
Pasquale Avella|2743-5973-7305-4241|8|1970|DgQITGm@mail.polimi.it|Great Chips, bad shipping
Paola Velardi|0000-0003-0884-1499|9|1944|ryjbJ@mail.polimi.it|THESE ARE OKAY  PREFER SWEET CHILE ONES
Mayur Deshpande|3161-3826-3894-4278|10|1973|byNLnrh@outlook.it|rice works chips
Philip Lei|0000-0002-6936-0253|1|1959|xlFWz@outlook.it|great chips but terrible shipping
Hans-Bernd Kittlaus|8659-0393-0032-8477|9|1943|gAwHS@outlook.it|Check for accurate weight in the bag.
H. W. Schmidt|9751-8589-4519-0702|6|1952|HqQAn@gmail.com|My fave GF chip!  Delicious!
Wennan Zhu|7718-3871-3696-1327|7|1954|IecxdKr@gmail.com|Salsa Fresca is the best
Rituraj Singh|7909-9053-4906-3435|6|1948|fGIcYG@gmail.com|Riceworks Salsa Fresca Chips
Ismail Khalil|9091-5122-4392-1790|12|1953|tsOzFM@mail.polimi.it|Chip with a great flavor (plus it's good for you)
Xi Guo 0001|5878-8417-4492-9760|10|1982|OwYyaso@outlook.it|Hard as a rock with about as much flavor
Daniel Furtuna|0008-9091-3604-0541|8|1976|AzWwuc@outlook.it|My Wife's Coffee
Stéphane Bressan|9678-1277-0247-4778|8|1972|IIHinNG@duck.com|Basically a city roast with mild hazelnut flavor.
Tor Erlend Fægri|4822-3955-3541-4789|8|1981|atzxp@duck.com|Great mild brew
Ralf Gutsche|2419-4533-7396-1878|12|1974|xJwJa@gmail.com|Wonderful coffee beans
Bernard Traversat|5484-9972-5911-0785|3|1988|OYyfrU@tiscali.it|Great coffee
Redouane Bouhamoum|1409-2772-3690-0582|12|1944|eZxGUwx@tiscali.it|VERY OK Price, OK Coffee
Timour Katchaounov|4083-1593-1420-2054|8|1951|ZfVOe@tiscali.it|Excellent flavor for the price!
Kiam Tian Seow|5673-6162-9513-1544|10|1986|yltvCaZ@outlook.it|Now thats some good coffee. Two thumbs up !
Jared Oluoch|3630-2337-2678-8931|9|1984|XjqhBs@mail.polimi.it|good stuff
Christian Faivre|6440-1364-4546-1835|12|1988|WVFuE@duck.com|Really Good Hazelnut Coffee
Margaret Cheney|1763-3720-9136-9223|12|1986|wEyzFrR@outlook.it|Finally found the BEST in HAZELNUT  THRILLED with flavor
Michael Van Begin|8659-8910-3319-4739|4|1959|AohpP@gmail.com|Delicious
Helmut Schmidt|7678-4246-1102-2170|11|1948|oqkhq@duck.com|Awful
Hideki Hayashi|1265-4917-0001-7473|4|1973|CbGvxD@duck.com|very lightly roasted
Zahi Al Chami|1273-6167-0044-6666|10|1964|vHBGvE@outlook.it|Flavorful brew with aromatic notes.
Pierre Hansen|5517-3711-3929-5836|3|1985|GfJsDv@outlook.it|AWESOME!
Toshiyuki Amagasa|0000-0003-0595-2230|4|1981|WkESK@outlook.it|heavy duty!
Suparna Biswas|8430-0234-2864-5559|10|1958|ZgMEI@tiscali.it|Moist but bland
Fabrizio Orlandi|0000-0001-9561-4635|1|1963|XuKqif@outlook.it|Creme of the crop!
Fabrizio Ivan Apollonio|0000-0001-5186-1378|8|1963|UamTOA@duck.com|Always the Best
Luigi Romano|9983-8555-2137-1997|7|1980|QvcFNd@outlook.it|Excellent!
Fan Jiang 0001|5370-6467-3488-2015|4|1967|wMGCOp@duck.com|This does not taste at all like Wild Bill's
Azeddine Beghdadi|7122-8094-2342-8150|6|1978|liLVf@tiscali.it|will not but again
Vlad Rusu|6804-6344-5673-8846|3|1980|AgNcJQ@tiscali.it|Organic but not tasty!
Yusuke Yokota|2804-3492-4038-4950|6|1944|YpVkbcg@duck.com|Okay
Omar Abou Khaled|0000-0002-0178-9037|6|1979|drRqnt@mail.polimi.it|delicious coffee
Sridhar Gantimahapatruni|1751-0452-4131-7940|10|1957|NYQDIjv@duck.com|Great coffee, and Fair Trade, too
Gongde Guo|3754-3989-1439-5336|8|1967|raBERol@gmail.com|decent but not great
Zhi-Hua Zhou|5079-4505-9454-4605|12|1970|zMyiM@tiscali.it|Good coffee!
Nan Cao|0000-0003-1316-7515|8|1947|iPKuKYZ@gmail.com|Good stuff
Aske Plaat|2491-2104-6787-5378|6|1979|JOKBlqC@duck.com|Brachs Manderin Orange Slices
Turkmen Canli|2970-1121-0953-1216|9|1943|gjTxzr@outlook.it|Very fresh and tasty
J. Adrian Bondy|0001-0487-6622-5431|11|1958|lRGLF@gmail.com|Eh.
Nadia Bennani|4707-3049-8829-2701|1|1980|icvUkYZ@outlook.it|So good I eat it straight from the jar!
Benjamin Moreau|6948-8249-9823-8311|1|1973|uWPUQb@duck.com|Nice Swedish Treat!
Evgenia Smirni|2057-4442-2767-5971|3|1957|avvsDV@tiscali.it|excelent preserve
Jérôme Gensel|0000-0003-1398-7118|3|1941|SFiJc@tiscali.it|Family Favorite
Stefano Borgo|0000-0001-6001-2765|2|1979|TBFxEhT@outlook.it|Bbq wings
Max Bramer|4261-8999-4000-2824|4|1972|KGScpA@gmail.com|Awesome!
Mishkin Berteig|9207-9842-6734-5397|4|1942|HogpUNl@gmail.com|Shake and Bake BBQ Glaze Coating Mix
Fabrizio Silvestri|9659-8528-0808-2036|5|1985|RLnuvEn@outlook.it|Can't find it in stores
Sergey Verlan|0000-0001-7800-1618|4|1967|afQRoBt@outlook.it|great taste
Peter Briggs|7023-3960-6699-8883|9|1976|CDJqRI@duck.com|Shake N Bake Barbeque Chicken is the absolute BEST!!!!
Jesús Contreras|1813-5067-3740-4790|2|1970|CBaPB@duck.com|They stopped selling this in my local store but amazon saves the day
Terry Gaasterland|5629-9211-0973-1351|6|1968|UiQCLV@tiscali.it|available when hard to find
Jaap Kamps|5459-2604-3978-4861|4|1953|Jikciw@gmail.com|Encouragement.....YES
Reinaldo Morabito|0109-0195-0634-2115|2|1975|dfAUWsn@gmail.com|Hard to find item delivered fast
Santanu Chatterjee|1576-0581-8734-7543|6|1969|TKwAKD@duck.com|Love this product
Alberto Sillitti|3282-6002-2563-3125|9|1988|nigqkC@gmail.com|just like old times!
James W. Gray III|3167-1074-4845-4721|4|1963|Zrvvn@outlook.it|a very definite five stars!
Shui Yu|0000-0003-4485-6743|7|1951|wqCcah@mail.polimi.it|The classic!
Hajer Bargaoui|7479-5497-2229-1585|6|1967|SEGlcvj@outlook.it|Soothing, calming, allows you to relax and rest.
Juliette Poggi|9632-2319-9518-1599|1|1974|CvlNBgy@mail.polimi.it|Tradition
Sabin Kafle|3913-2371-8320-0817|1|1963|ViAhM@mail.polimi.it|My Absolute FAVORITE Evening Tea!!!
François B. Vernadat|6405-9081-6076-8059|6|1953|ZlTJSdr@outlook.it|Great price on a  great tea!
Petr Tuma 0001|0936-5785-0307-5170|2|1974|WeCxzx@mail.polimi.it|Bedtime Ritual
Harry Chandra Tanuwidjaja|0000-0003-2668-559X|6|1974|ggvKnk@outlook.it|Nice tea
Stéphane Vialle|8934-0839-7885-2587|11|1947|JIWhD@duck.com|A Favorite Year after Year
Peter Bertók|0000-0003-4365-0305|8|1970|kkevh@tiscali.it|Nite Nite...
André Thayse|1370-9256-8213-1112|1|1986|pstAymv@outlook.it|Very good bedtime tea or tea for car or motion sickness!
Chengzheng Sun|9525-6753-4550-5992|1|1976|distISM@gmail.com|great value
Livio Pompianu|0000-0003-3745-4324|6|1982|LqoHIJ@mail.polimi.it|Flawless herbal tea
Albert Rego|3566-0780-3689-3947|7|1983|xUzwBh@duck.com|Perfect for the Evening
Matthieu Roy|4808-7303-8604-3799|7|1979|hycVo@tiscali.it|Wow, Im Addicted...But It's Great
Fredrik Valeur|3000-1722-5958-3087|5|1940|fdRNtKx@mail.polimi.it|awesome  corn cake
Imre J. Rudas|2926-8588-2391-2252|12|1983|Tagkghj@tiscali.it|yummy treat
Martin Held|6486-4116-5926-8678|2|1956|FOUfB@gmail.com|Chi-Chi
Julia Sarah Hagel|1858-0539-0494-4274|11|1961|gmatXRW@outlook.it|Love this stuff!!!
Romain Jaouen|4445-5980-3708-2095|7|1973|FwteeQ@duck.com|mmmmmm.....good
Benoît Parrein|0000-0002-0061-8404|7|1952|UbsPN@gmail.com|outstanding!!!
Sergiy Butenko|8962-0261-5995-0930|7|1967|chTHmz@duck.com|Fiesta Sweet Corn Cake
Yasemin Afacan|8757-1417-0180-5310|1|1953|EgFINNz@mail.polimi.it|Love corn cake
Luisa Lanfranco|0000-0002-3961-2552|8|1971|CXcXQb@tiscali.it|Tasty, Unique Treat
Ling Liu 0001|1221-8201-4753-4901|4|1941|XHEfVhT@outlook.it|Outstanding flavor
Liehuang Zhu|0000-0003-3277-3887|1|1963|YfOLGL@gmail.com|This is some GOOOOOD stuff!
Manuel Munier|8739-6612-8847-3162|3|1978|wVEJbOf@duck.com|First Ingredient is sugar...dessert for sure!
Sahar Smaali|0000-0001-9832-9311|9|1956|eGlgR@tiscali.it|amazingly delicious!
François Tardieu|0000-0002-7287-0094|11|1956|ddFpsX@mail.polimi.it|Yum.
Jameson L. Toole|1804-1503-3530-1717|3|1985|DLqvzmB@duck.com|Makes bringing a side dish a little easier
João W. Cangussu|7598-0456-5911-0384|12|1954|xaraIKR@tiscali.it|I Love it Too!!!
Andrew Krizhanovsky|0000-0003-3717-2079|7|1980|lkeULDf@tiscali.it|chi chi's corn mix
Yanbo Han|5337-3646-4690-6034|5|1960|ElLwTPF@outlook.it|A must have for our annual houseboat trip
Ralf Hartmut Güting|1585-8292-2215-8883|12|1949|dvJfTg@outlook.it|Really good & gluten free
Michael A. Curth|6827-5510-6606-7585|12|1974|uwboDG@outlook.it|Love this stuff...
Bart Verheecke|7109-6382-2212-7380|4|1981|SBrhMQs@mail.polimi.it|thought it would be better
Kalina Yacef|0000-0001-7521-6429|4|1949|KhZHgc@gmail.com|Great for lunch!
Elizabeth Whitworth|8444-4146-6674-7757|4|1967|YybHwZQ@outlook.it|Junk Food @ It's Best..........
Soon-Keow Chong|4012-9319-5562-5314|11|1954|bfRMhPi@duck.com|Beefaroni mostly macaroni
Michel Marot|6986-7250-2088-4722|12|1985|zsIVXPi@tiscali.it|Mmmmm...
Heiko Krumm|0129-6655-2629-4190|12|1954|ntNav@tiscali.it|Unimpressed
Alessandro Frigerio|6920-3651-2637-3978|12|1949|EXIWHFX@gmail.com|sees candies
Sébastien Gaboury|6405-7131-5133-7957|8|1972|qnXRk@gmail.com|A wonderful gift!!
Massimo Fornasier|3559-3474-1452-9356|8|1941|gAqPslU@gmail.com|Don't order these in the summer!
Guiqiang Peng|3345-8249-7482-5445|9|1987|Jqbmqn@gmail.com|EAT WITH CAUTION!
Rupert Gnatz|3910-9569-9019-9849|1|1983|fwSzRd@tiscali.it|Not By The Box
Sebastià Massanet|0000-0001-8243-5013|6|1959|lDfWBU@tiscali.it|I guess it goes down the same way anyhoe
Beth Trushkowsky|0578-1451-6816-9252|8|1966|AJJxc@tiscali.it|Yummy!!!
Bernd Brügge|4657-5581-0705-0602|6|1983|qrQkpeT@gmail.com|Quality Chocolate!
Hans Schuster|5191-2439-3680-1280|3|1969|UdJWnx@gmail.com|1st rate from someone who knows better
Gérard Padiou|5963-7741-9248-7646|8|1972|yhDrks@duck.com|Too Expensive on Amazon
Robert B. Ross|0000-0002-5435-5857|2|1972|OPxQQ@tiscali.it|Preferred sugar
Nikola K. Kasabov|0000-0003-4433-7521|12|1973|yNeTBo@mail.polimi.it|Do not use this sugar for layer cakes if you intend to decorate them
